(1, 1, 2, 1, 0)	20.5
(1, 1, 2, 1, 1)	24.5
(1, 1, 2, 1, 2)	21.9
(1, 1, 2, 2, 0)	12.3
(1, 1, 2, 2, 1)	15.7
(1, 1, 2, 2, 2)	14.7
(1, 2, 0, 0, 0)	11.1
(1, 2, 0, 0, 1)	14.1
(1, 2, 0, 0, 2)	9.4
(1, 2, 0, 1, 0)	13.8
(1, 2, 0, 1, 1)	19.0
(1, 2, 0, 1, 2)	14.9
(1, 2, 0, 2, 0)	8.5
(1, 2, 0, 2, 1)	8.5
(1, 2, 0, 2, 2)	6.2
(1, 2, 1, 0, 0)	12.0
(1, 2, 1, 0, 1)	15.1
(1, 2, 1, 0, 2)	8.4
(1, 2, 1, 1, 0)	19.7
(1, 2, 1, 1, 1)	25.2
(1, 2, 1, 1, 2)	17.9
(1, 2, 1, 2, 0)	10.7
(1, 2, 1, 2, 1)	13.4
(1, 2, 1, 2, 2)	13.0
(1, 2, 2, 0, 0)	5.9
(1, 2, 2, 0, 1)	11.4
(1, 2, 2, 0, 2)	7.0
(1, 2, 2, 1, 0)	19.1
(1, 2, 2, 1, 1)	16.1
(1, 2, 2, 1, 2)	12.5
(1, 2, 2, 2, 0)	6.1
(1, 2, 2, 2, 1)	9.4
(1, 2, 2, 2, 2)	7.9
(2, 0, 0, 0, 0)	0.0
(2, 0, 0, 0, 1)	3.3
(2, 0, 0, 0, 2)	0.0
(2, 0, 0, 1, 0)	8.7
(2, 0, 0, 1, 1)	14.4
(2, 0, 0, 1, 2)	6.8
(2, 0, 0, 2, 0)	0.0
(2, 0, 0, 2, 1)	9.0
(2, 0, 0, 2, 2)	0.0
(2, 0, 1, 0, 0)	5.9
(2, 0, 1, 0, 1)	11.8
(2, 0, 1, 0, 2)	11.0
(2, 0, 1, 1, 0)	18.7
(2, 0, 1, 1, 1)	18.5
(2, 0, 1, 1, 2)	10.8
(2, 0, 1, 2, 0)	7.2
(2, 0, 1, 2, 1)	13.9
(2, 0, 1, 2, 2)	10.2
(2, 0, 2, 0, 0)	0.0
(2, 0, 2, 0, 1)	7.6
(2, 0, 2, 0, 2)	0.0
(2, 0, 2, 1, 0)	7.1
(2, 0, 2, 1, 1)	13.3
(2, 0, 2, 1, 2)	5.5
(2, 0, 2, 2, 0)	0.0
(2, 0, 2, 2, 1)	11.5
(2, 0, 2, 2, 2)	0.0
(2, 1, 0, 0, 0)	7.9
(2, 1, 0, 0, 1)	9.6
(2, 1, 0, 0, 2)	13.5
(2, 1, 0, 1, 0)	12.2
(2, 1, 0, 1, 1)	17.6
(2, 1, 0, 1, 2)	10.2
(2, 1, 0, 2, 0)	8.4
(2, 1, 0, 2, 1)	14.5
(2, 1, 0, 2, 2)	6.3
(2, 1, 1, 0, 0)	16.3
(2, 1, 1, 0, 1)	16.5
(2, 1, 1, 0, 2)	11.3
(2, 1, 1, 1, 0)	18.1
(2, 1, 1, 1, 1)	29.8
(2, 1, 1, 1, 2)	23.9
(2, 1, 1, 2, 0)	14.5
(2, 1, 1, 2, 1)	21.5
(2, 1, 1, 2, 2)	11.1
(2, 1, 2, 0, 0)	10.4
(2, 1, 2, 0, 1)	11.5
(2, 1, 2, 0, 2)	10.9
(2, 1, 2, 1, 0)	17.6
(2, 1, 2, 1, 1)	10.9
(2, 1, 2, 1, 2)	16.2
(2, 1, 2, 2, 0)	7.4
(2, 1, 2, 2, 1)	15.3
(2, 1, 2, 2, 2)	8.4
(2, 2, 0, 0, 0)	0.0
(2, 2, 0, 0, 1)	5.6
(2, 2, 0, 0, 2)	0.0
(2, 2, 0, 1, 0)	5.3
(2, 2, 0, 1, 1)	10.8
(2, 2, 0, 1, 2)	7.0
(2, 2, 0, 2, 0)	0.0
(2, 2, 0, 2, 1)	6.8
(2, 2, 0, 2, 2)	0.0
(2, 2, 1, 0, 0)	12.7
(2, 2, 1, 0, 1)	8.8
(2, 2, 1, 0, 2)	10.6
(2, 2, 1, 1, 0)	12.7
(2, 2, 1, 1, 1)	20.1
(2, 2, 1, 1, 2)	13.1
(2, 2, 1, 2, 0)	7.9
(2, 2, 1, 2, 1)	14.8
(2, 2, 1, 2, 2)	11.6
(2, 2, 2, 0, 0)	0.0
(2, 2, 2, 0, 1)	7.7
(2, 2, 2, 0, 2)	0.0
(2, 2, 2, 1, 0)	6.2
(2, 2, 2, 1, 1)	16.7
(2, 2, 2, 1, 2)	11.0
(2, 2, 2, 2, 0)	0.0
(2, 2, 2, 2, 1)	10.3
(2, 2, 2, 2, 2)	0.0
