(0, 0, 0, 0, 0, 0, 0, 0, 0)	0.0
(0, 0, 0, 0, 0, 0, 0, 0, 1)	5.7
(0, 0, 0, 0, 0, 0, 0, 0, 2)	0.0
(0, 0, 0, 0, 0, 0, 0, 1, 0)	7.2
(0, 0, 0, 0, 0, 0, 0, 1, 1)	11.8
(0, 0, 0, 0, 0, 0, 0, 1, 2)	5.9
(0, 0, 0, 0, 0, 0, 0, 2, 0)	0.0
(0, 0, 0, 0, 0, 0, 0, 2, 1)	5.1
(0, 0, 0, 0, 0, 0, 0, 2, 2)	0.0
(0, 0, 0, 0, 0, 0, 1, 0, 0)	6.1
(0, 0, 0, 0, 0, 0, 1, 0, 1)	9.3
(0, 0, 0, 0, 0, 0, 1, 0, 2)	8.0
(0, 0, 0, 0, 0, 0, 1, 1, 0)	10.8
(0, 0, 0, 0, 0, 0, 1, 1, 1)	24.8
(0, 0, 0, 0, 0, 0, 1, 1, 2)	10.7
(0, 0, 0, 0, 0, 0, 1, 2, 0)	6.3
(0, 0, 0, 0, 0, 0, 1, 2, 1)	13.1
(0, 0, 0, 0, 0, 0, 1, 2, 2)	7.4
(0, 0, 0, 0, 0, 0, 2, 0, 0)	0.0
(0, 0, 0, 0, 0, 0, 2, 0, 1)	8.2
(0, 0, 0, 0, 0, 0, 2, 0, 2)	0.0
(0, 0, 0, 0, 0, 0, 2, 1, 0)	6.4
(0, 0, 0, 0, 0, 0, 2, 1, 1)	14.6
(0, 0, 0, 0, 0, 0, 2, 1, 2)	7.0
(0, 0, 0, 0, 0, 0, 2, 2, 0)	0.0
(0, 0, 0, 0, 0, 0, 2, 2, 1)	13.9
(0, 0, 0, 0, 0, 0, 2, 2, 2)	0.0
(0, 0, 0, 0, 0, 1, 0, 0, 0)	7.0
(0, 0, 0, 0, 0, 1, 0, 0, 1)	8.5
(0, 0, 0, 0, 0, 1, 0, 0, 2)	5.4
(0, 0, 0, 0, 0, 1, 0, 1, 0)	13.4
(0, 0, 0, 0, 0, 1, 0, 1, 1)	14.5
(0, 0, 0, 0, 0, 1, 0, 1, 2)	12.1
(0, 0, 0, 0, 0, 1, 0, 2, 0)	6.0
(0, 0, 0, 0, 0, 1, 0, 2, 1)	12.0
(0, 0, 0, 0, 0, 1, 0, 2, 2)	12.6
(0, 0, 0, 0, 0, 1, 1, 0, 0)	7.5
(0, 0, 0, 0, 0, 1, 1, 0, 1)	17.5
(0, 0, 0, 0, 0, 1, 1, 0, 2)	11.3
(0, 0, 0, 0, 0, 1, 1, 1, 0)	27.6
(0, 0, 0, 0, 0, 1, 1, 1, 1)	22.9
(0, 0, 0, 0, 0, 1, 1, 1, 2)	16.6
(0, 0, 0, 0, 0, 1, 1, 2, 0)	9.3
(0, 0, 0, 0, 0, 1, 1, 2, 1)	18.3
(0, 0, 0, 0, 0, 1, 1, 2, 2)	14.7
(0, 0, 0, 0, 0, 1, 2, 0, 0)	7.0
(0, 0, 0, 0, 0, 1, 2, 0, 1)	8.0
(0, 0, 0, 0, 0, 1, 2, 0, 2)	6.9
(0, 0, 0, 0, 0, 1, 2, 1, 0)	7.6
(0, 0, 0, 0, 0, 1, 2, 1, 1)	21.5
(0, 0, 0, 0, 0, 1, 2, 1, 2)	11.6
(0, 0, 0, 0, 0, 1, 2, 2, 0)	8.2
(0, 0, 0, 0, 0, 1, 2, 2, 1)	16.2
(0, 0, 0, 0, 0, 1, 2, 2, 2)	9.2
(0, 0, 0, 0, 0, 2, 0, 0, 0)	0.0
(0, 0, 0, 0, 0, 2, 0, 0, 1)	4.9
(0, 0, 0, 0, 0, 2, 0, 0, 2)	0.0
(0, 0, 0, 0, 0, 2, 0, 1, 0)	7.0
(0, 0, 0, 0, 0, 2, 0, 1, 1)	14.6
(0, 0, 0, 0, 0, 2, 0, 1, 2)	6.1
(0, 0, 0, 0, 0, 2, 0, 2, 0)	0.0
(0, 0, 0, 0, 0, 2, 0, 2, 1)	7.8
(0, 0, 0, 0, 0, 2, 0, 2, 2)	0.0
(0, 0, 0, 0, 0, 2, 1, 0, 0)	6.9
(0, 0, 0, 0, 0, 2, 1, 0, 1)	18.0
(0, 0, 0, 0, 0, 2, 1, 0, 2)	4.9
(0, 0, 0, 0, 0, 2, 1, 1, 0)	9.9
(0, 0, 0, 0, 0, 2, 1, 1, 1)	11.7
(0, 0, 0, 0, 0, 2, 1, 1, 2)	14.2
(0, 0, 0, 0, 0, 2, 1, 2, 0)	7.9
(0, 0, 0, 0, 0, 2, 1, 2, 1)	13.4
(0, 0, 0, 0, 0, 2, 1, 2, 2)	7.3
(0, 0, 0, 0, 0, 2, 2, 0, 0)	0.0
(0, 0, 0, 0, 0, 2, 2, 0, 1)	4.4
(0, 0, 0, 0, 0, 2, 2, 0, 2)	0.0
(0, 0, 0, 0, 0, 2, 2, 1, 0)	5.1
(0, 0, 0, 0, 0, 2, 2, 1, 1)	16.2
(0, 0, 0, 0, 0, 2, 2, 1, 2)	6.5
(0, 0, 0, 0, 0, 2, 2, 2, 0)	0.0
(0, 0, 0, 0, 0, 2, 2, 2, 1)	11.1
(0, 0, 0, 0, 0, 2, 2, 2, 2)	0.0
(0, 0, 0, 0, 1, 0, 0, 0, 0)	4.3
(0, 0, 0, 0, 1, 0, 0, 0, 1)	10.7
(0, 0, 0, 0, 1, 0, 0, 0, 2)	10.6
(0, 0, 0, 0, 1, 0, 0, 1, 0)	6.8
(0, 0, 0, 0, 1, 0, 0, 1, 1)	18.1
(0, 0, 0, 0, 1, 0, 0, 1, 2)	12.7
(0, 0, 0, 0, 1, 0, 0, 2, 0)	9.0
(0, 0, 0, 0, 1, 0, 0, 2, 1)	13.1
(0, 0, 0, 0, 1, 0, 0, 2, 2)	9.0
(0, 0, 0, 0, 1, 0, 1, 0, 0)	10.4
(0, 0, 0, 0, 1, 0, 1, 0, 1)	17.5
(0, 0, 0, 0, 1, 0, 1, 0, 2)	11.0
(0, 0, 0, 0, 1, 0, 1, 1, 0)	12.6
(0, 0, 0, 0, 1, 0, 1, 1, 1)	13.9
(0, 0, 0, 0, 1, 0, 1, 1, 2)	14.6
(0, 0, 0, 0, 1, 0, 1, 2, 0)	9.6
(0, 0, 0, 0, 1, 0, 1, 2, 1)	20.5
(0, 0, 0, 0, 1, 0, 1, 2, 2)	16.3
(0, 0, 0, 0, 1, 0, 2, 0, 0)	4.7
(0, 0, 0, 0, 1, 0, 2, 0, 1)	13.3
(0, 0, 0, 0, 1, 0, 2, 0, 2)	7.2
(0, 0, 0, 0, 1, 0, 2, 1, 0)	9.1
(0, 0, 0, 0, 1, 0, 2, 1, 1)	14.2
(0, 0, 0, 0, 1, 0, 2, 1, 2)	14.5
